subject,response
study2_386,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":2}"
study2_385,"{""Q0"":1,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":2,""Q5"":3,""Q6"":1,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":1,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":0}"
study2_384,"{""Q0"":3,""Q1"":0,""Q2"":3,""Q3"":0,""Q4"":2,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":2,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":2,""Q20"":2,""Q21"":0,""Q22"":1}"
study2_383,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_382,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_381,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":"""",""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_380,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":3,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":2}"
study2_379,"{""Q0"":2,""Q1"":3,""Q2"":3,""Q3"":1,""Q4"":3,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":2}"
study2_378,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":3,""Q4"":1,""Q5"":0,""Q6"":0,""Q7"":1,""Q8"":1,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":0,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":0,""Q21"":2,""Q22"":1}"
study2_377,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_376,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":1,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":3,""Q22"":3}"
study2_375,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":3,""Q6"":1,""Q7"":0,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_374,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":3,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":1}"
study2_373,"{""Q0"":3,""Q1"":0,""Q2"":1,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":2,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_372,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_371,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_370,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_369,"{""Q0"":1,""Q1"":2,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":1,""Q12"":2,""Q13"":0,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":3,""Q19"":0,""Q20"":1,""Q21"":3,""Q22"":1}"
study2_368,"{""Q0"":0,""Q1"":1,""Q2"":0,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":2,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":0}"
study2_367,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":2}"
study2_366,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_365,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_364,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_363,"{""Q0"":1,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":3,""Q15"":0,""Q16"":2,""Q17"":1,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_362,"{""Q0"":2,""Q1"":1,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":"""",""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_361,"{""Q0"":2,""Q1"":0,""Q2"":3,""Q3"":2,""Q4"":2,""Q5"":3,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_360,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_359,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_358,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":1,""Q7"":2,""Q8"":3,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":2,""Q22"":2}"
study2_357,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":2,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":3,""Q21"":1,""Q22"":1}"
study2_356,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":2,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":1,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":2}"
study2_355,"{""Q0"":1,""Q1"":1,""Q2"":0,""Q3"":2,""Q4"":0,""Q5"":2,""Q6"":2,""Q7"":0,""Q8"":2,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_354,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_353,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":0,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":0,""Q21"":1,""Q22"":1}"
study2_352,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":"""",""Q21"":2,""Q22"":1}"
study2_351,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":3,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":0,""Q21"":0,""Q22"":2}"
study2_350,"{""Q0"":2,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_349,"{""Q0"":1,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":0,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":3,""Q20"":3,""Q21"":1,""Q22"":2}"
study2_348,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_347,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":3,""Q7"":0,""Q8"":1,""Q9"":2,""Q10"":"""",""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":3,""Q19"":1,""Q20"":3,""Q21"":3,""Q22"":3}"
study2_346,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":3}"
study2_345,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":3,""Q19"":0,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_344,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":0,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_343,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":2}"
study2_342,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_341,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":2,""Q8"":1,""Q9"":2,""Q10"":1,""Q11"":1,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_340,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":0,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_339,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":0,""Q5"":3,""Q6"":1,""Q7"":3,""Q8"":3,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_338,"{""Q0"":2,""Q1"":"""",""Q2"":3,""Q3"":"""",""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":3,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_337,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":0,""Q6"":2,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":0,""Q20"":1,""Q21"":2,""Q22"":0}"
study2_336,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":1,""Q8"":1,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":"""",""Q20"":2,""Q21"":1,""Q22"":2}"
study2_335,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":3,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_334,"{""Q0"":0,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_333,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":2,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":2}"
study2_332,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":2,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_331,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":"""",""Q4"":2,""Q5"":"""",""Q6"":1,""Q7"":"""",""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":3,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":"""",""Q16"":1,""Q17"":0,""Q18"":1,""Q19"":"""",""Q20"":1,""Q21"":2,""Q22"":1}"
study2_330,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":3,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":"""",""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_329,"{""Q0"":3,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_328,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_327,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":"""",""Q4"":3,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":3,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":3}"
study2_326,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_325,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":"""",""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_324,"{""Q0"":2,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_323,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":3,""Q4"":2,""Q5"":3,""Q6"":3,""Q7"":2,""Q8"":2,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_322,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":3,""Q17"":"""",""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":0,""Q22"":2}"
study2_321,"{""Q0"":3,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":3,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":2}"
study2_320,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":3,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":3,""Q17"":3,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":3,""Q22"":2}"
study2_319,"{""Q0"":2,""Q1"":2,""Q2"":3,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":1,""Q17"":1,""Q18"":3,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_318,"{""Q0"":1,""Q1"":0,""Q2"":"""",""Q3"":"""",""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":0,""Q15"":1,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_317,"{""Q0"":3,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":"""",""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":1,""Q19"":2,""Q20"":3,""Q21"":3,""Q22"":2}"
study2_316,"{""Q0"":2,""Q1"":3,""Q2"":1,""Q3"":3,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":0,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":3,""Q22"":2}"
study2_315,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":2}"
